crop,temperature,humidity,rainfall,wind_speed,pressure,cloud_cover,soil_pH,nitrogen,phosphorus,potassium,organic_matter,season,month,success
Cotton,28.6,61.2,0.8,3.1,1009.5,33.4,7.49,1,1,2,1.58,1,7,1
Jowar,20.2,57.1,0.71,9.5,1012.4,49.8,6.34,1,1,0,1.53,2,8,0
Maize,25.9,52.9,5.36,13.5,1014.6,23.8,7.13,2,1,2,1.94,0,7,1
Sugarcane,22.0,66.6,1.24,12.4,1022.6,51.1,7.11,1,2,2,2.42,1,5,0
Jowar,37.9,42.9,4.2,4.1,1015.2,80.5,6.19,1,0,2,1.78,2,10,0
Soybean,36.1,72.7,5.47,8.2,1015.7,71.8,6.59,2,1,1,1.04,2,1,1
Rice,30.5,74.1,5.78,4.0,1015.3,96.2,7.1,2,0,1,2.28,2,4,1
Pulses,33.8,67.5,5.13,9.5,1015.9,22.6,8.47,2,0,1,2.17,0,3,1
Pulses,16.4,75.5,9.05,3.4,1013.4,17.5,6.65,0,1,2,1.25,1,6,1
Cotton,24.6,63.6,0.82,6.1,1014.2,0.5,6.91,2,2,0,2.42,2,12,0
Soybean,24.2,77.7,0.76,8.2,1013.2,3.0,5.03,0,1,1,1.6,2,8,1
Cotton,23.9,74.3,7.11,6.3,1011.0,21.6,6.28,0,2,2,1.43,1,10,0
Rice,25.8,71.0,9.94,9.6,1024.0,89.3,6.33,0,1,1,2.62,0,2,1
Maize,21.4,49.1,4.31,13.1,1013.6,65.0,6.14,2,0,2,0.59,0,11,0
Jowar,23.5,65.8,6.93,9.2,1011.3,58.3,6.63,2,1,0,1.98,0,11,1
Rice,26.9,57.0,11.86,7.3,1010.4,31.5,5.42,1,0,1,0.94,2,6,0
Groundnut,25.4,64.9,6.9,8.9,1022.1,76.6,6.44,2,1,0,1.6,1,5,1
Maize,30.9,55.2,3.93,12.5,1015.5,53.1,6.63,2,2,1,1.78,1,10,1
Sugarcane,28.3,71.4,4.55,4.8,1012.4,16.7,6.57,1,1,2,0.75,2,12,1
Sugarcane,19.7,66.3,0.0,14.8,1012.1,50.9,8.66,2,0,1,2.04,1,12,1
Groundnut,16.9,64.8,2.08,7.6,1012.7,68.8,7.68,2,0,1,2.07,2,8,0
Groundnut,24.7,81.6,6.14,11.8,1009.8,93.4,6.5,1,1,1,0.8,1,1,1
Groundnut,17.2,33.4,4.09,13.9,1010.5,36.3,6.01,1,0,0,1.37,0,4,1
Wheat,22.3,55.6,1.42,9.9,1018.9,82.4,6.87,0,0,2,1.2,1,5,1
Wheat,26.7,47.4,1.6,8.8,1010.8,51.2,7.25,2,2,1,2.94,1,10,0
Soybean,14.1,59.7,7.94,8.0,1013.9,41.9,6.85,0,2,1,2.63,2,12,1
Pulses,21.7,37.2,2.03,12.1,1017.9,67.4,5.62,0,1,1,1.77,1,12,1
Jowar,23.5,45.0,2.09,3.2,1006.3,45.8,7.7,2,1,0,2.99,1,7,0
Jowar,15.9,47.4,4.62,10.7,1013.1,74.2,7.79,0,0,0,1.06,0,12,1
Jowar,20.7,54.4,0.0,12.9,1007.5,3.0,7.35,2,0,1,2.92,0,12,1
Sugarcane,17.4,61.7,0.0,14.6,1009.5,66.3,7.09,1,1,1,1.04,1,4,1
Groundnut,25.3,64.2,4.59,5.5,1027.9,78.1,6.42,2,0,2,1.77,0,5,1
Bajra,24.2,40.0,1.85,14.1,1011.0,27.6,7.04,0,1,2,1.12,1,10,0
Wheat,26.6,51.2,2.7,4.5,1018.3,93.5,6.61,2,0,1,0.77,2,5,0
Rice,29.6,72.6,10.55,6.6,1001.3,38.7,6.3,2,2,1,2.68,1,1,1
Sugarcane,26.5,49.3,0.0,9.6,1013.6,42.7,7.1,2,1,0,2.31,1,5,1
Pulses,25.1,64.2,1.97,4.1,1006.2,73.7,6.12,1,0,2,2.01,1,8,0
Rice,26.1,78.8,5.04,13.5,1014.7,93.4,5.83,2,1,1,2.78,0,1,1
Maize,26.7,60.8,3.79,3.2,1023.8,89.1,6.4,0,1,0,2.4,0,5,1
Maize,27.4,59.1,1.71,9.7,1013.3,18.3,5.96,1,1,2,1.86,1,5,0
Groundnut,22.7,60.8,0.67,6.0,1017.9,80.6,7.54,1,0,1,0.62,2,3,1
Maize,25.8,62.4,5.39,12.4,1000.6,26.8,6.86,1,2,0,0.62,1,8,1
Rice,29.2,90.0,3.27,4.3,1017.8,14.8,6.44,2,2,1,1.18,2,4,0
Jowar,25.2,38.6,6.69,7.6,1016.7,33.0,7.06,1,1,1,1.51,0,5,1
Groundnut,31.5,50.8,6.49,4.6,1022.0,33.1,6.93,1,0,1,1.79,2,1,1
Cotton,26.6,53.4,4.97,13.0,1004.5,93.5,7.5,2,1,2,2.31,0,8,1
Wheat,22.5,78.4,3.62,2.7,1032.5,8.6,6.48,1,2,1,2.59,1,6,0
Soybean,19.3,75.4,2.24,8.1,1013.4,27.5,6.59,2,0,2,1.7,2,2,1
Rice,24.3,56.7,5.4,14.8,1016.9,10.6,6.85,1,2,1,1.99,0,3,0
Wheat,24.7,60.6,2.14,2.5,1019.3,72.5,6.2,2,1,0,2.69,0,8,1
Groundnut,27.4,37.2,0.68,4.0,1005.8,54.9,5.65,0,1,0,1.79,2,6,1
Sugarcane,22.7,52.9,1.41,4.6,1010.0,69.7,5.95,1,2,1,2.03,1,11,1
Cotton,26.5,63.5,0.0,11.8,1013.4,41.6,7.37,2,0,0,2.99,2,4,1
Bajra,29.7,52.1,1.5,6.5,1001.7,49.9,6.58,2,2,1,1.64,2,3,1
Jowar,27.3,81.2,3.73,3.7,1016.9,78.8,8.15,2,1,0,2.89,2,11,0
Pulses,23.8,51.0,8.01,9.5,1011.1,75.5,6.43,2,2,2,0.69,1,11,1
Wheat,23.9,64.7,3.56,4.4,1009.8,38.2,6.71,2,2,0,2.49,1,1,0
Wheat,20.3,61.3,2.42,13.8,1010.4,29.9,7.15,1,1,1,1.45,0,12,1
Pulses,20.9,59.0,5.48,13.7,1014.6,51.6,6.47,0,0,1,0.54,2,10,1
Groundnut,26.0,62.9,2.56,4.3,1009.3,87.9,6.34,2,2,1,1.38,2,12,1
Jowar,23.9,58.7,0.0,4.1,1008.8,55.2,7.22,2,1,1,2.39,2,1,0
Bajra,29.5,58.5,0.3,9.1,1014.1,18.6,8.12,1,0,0,2.93,1,1,1
Wheat,24.2,51.2,3.88,9.7,1017.2,49.7,7.69,0,1,1,1.65,0,1,0
Pulses,22.1,41.1,5.59,5.9,1011.6,52.3,7.19,2,1,1,0.71,1,7,1
Wheat,23.0,66.6,0.97,2.2,1016.9,47.6,6.65,0,2,1,1.67,2,11,1
Bajra,35.6,38.6,1.79,14.8,1008.9,33.5,7.04,0,0,1,2.55,1,8,1
Rice,29.6,82.2,6.6,12.8,1012.4,99.5,7.24,1,2,0,2.89,0,5,1
Groundnut,21.6,41.3,4.52,10.7,1011.3,74.5,7.84,2,2,1,2.34,0,2,1
Groundnut,33.5,66.2,2.29,13.8,1013.0,60.7,7.98,2,1,2,1.77,2,9,1
Rice,31.0,82.6,9.9,13.2,1008.3,32.3,6.72,2,0,1,0.78,1,8,1
Wheat,18.6,46.3,1.95,2.2,1020.6,63.7,7.49,1,1,0,1.12,1,2,1
Wheat,16.9,58.9,1.82,3.5,1020.1,23.7,6.62,0,1,1,2.95,0,8,1
Sugarcane,21.0,55.2,1.17,11.5,1027.3,58.6,7.4,2,0,2,2.09,2,7,1
Rice,30.1,88.3,7.86,12.4,1018.8,9.1,6.04,1,1,1,0.87,2,6,1
Pulses,31.1,54.9,0.05,13.8,1011.3,54.2,7.17,1,0,0,2.27,1,6,1
Groundnut,26.4,60.2,3.56,9.2,1013.5,37.9,7.5,1,0,1,2.46,2,4,1
Rice,26.1,82.3,9.86,2.6,1012.9,55.4,6.02,2,1,2,1.73,0,9,1
Soybean,26.0,69.8,6.9,12.0,1019.0,12.8,5.34,2,0,0,2.73,1,3,1
Pulses,34.1,41.2,0.78,10.3,1009.1,9.2,7.61,1,1,0,2.02,0,6,1
Sugarcane,32.3,68.7,4.04,2.3,1009.8,4.3,7.73,2,1,2,2.2,1,12,1
Jowar,34.8,67.6,3.8,10.6,1014.5,80.6,6.84,2,0,1,3.0,1,6,0
Sugarcane,30.6,83.8,2.43,14.8,1018.1,15.1,7.34,0,2,2,2.28,0,8,0
Pulses,25.9,62.5,0.05,14.2,1010.4,89.1,6.8,2,1,2,2.53,0,3,1
Cotton,25.8,59.3,6.73,3.8,1013.7,58.9,6.98,1,0,2,1.1,1,2,0
Jowar,18.3,44.2,0.77,10.5,1015.3,67.0,8.26,1,0,1,1.63,1,10,1
Bajra,32.9,26.5,1.6,14.2,1024.4,43.5,7.9,1,2,0,1.95,1,12,1
Soybean,28.0,35.7,4.17,5.3,1013.4,21.3,7.59,2,2,0,2.41,2,9,1
Maize,26.1,80.7,7.0,13.4,1011.1,95.2,7.7,1,0,0,1.18,1,2,1
Wheat,32.3,48.1,3.0,8.4,1010.1,59.9,6.71,2,2,2,2.72,2,7,0
Groundnut,25.5,57.5,1.99,12.1,1006.5,38.4,7.9,0,0,0,0.99,1,1,1
Pulses,22.6,62.7,8.35,2.3,1010.8,15.9,6.81,0,2,2,1.22,2,10,1
Cotton,28.5,49.2,0.0,5.6,1005.8,17.5,7.03,2,2,1,1.47,0,10,1
Bajra,25.7,36.2,0.05,5.2,1012.4,11.4,6.67,1,2,2,2.6,2,8,1
Groundnut,29.2,83.1,1.78,3.6,1017.4,59.5,5.11,0,1,0,2.14,2,4,0
Sugarcane,29.1,67.4,10.01,13.0,1011.1,32.9,8.43,0,0,1,0.68,2,7,0
Groundnut,31.7,60.6,1.64,4.8,1011.2,88.0,5.63,2,0,2,1.03,1,2,1
Rice,33.8,66.3,6.14,13.9,1015.3,51.3,6.86,0,0,1,1.37,0,5,1
Rice,27.0,64.1,2.8,2.3,1014.8,81.2,6.61,2,0,0,2.59,0,10,0
Soybean,32.8,65.8,3.39,9.2,1016.4,13.2,6.68,2,0,2,2.91,0,7,0
Cotton,28.0,55.5,5.33,13.2,1016.7,0.8,6.95,2,0,1,1.53,0,10,0
Groundnut,18.8,83.8,3.45,10.1,1018.7,23.0,7.45,1,0,0,1.88,1,8,1
Wheat,18.5,64.9,0.0,13.4,1013.0,92.8,6.54,0,0,2,2.42,2,9,1
Cotton,26.1,52.1,4.86,9.9,1011.5,69.0,6.39,0,1,1,0.61,1,6,1
Wheat,16.4,56.8,0.84,6.5,1007.7,60.0,6.18,1,2,2,2.37,2,11,1
Bajra,28.6,60.7,0.52,12.1,1014.1,36.1,8.01,1,2,0,0.63,1,11,1
Wheat,19.4,50.7,0.05,6.0,1008.7,76.6,7.12,2,0,1,0.69,1,2,1
Rice,24.8,71.3,6.58,3.8,1017.2,74.8,5.75,0,2,1,1.63,0,6,1
Pulses,25.9,61.1,6.74,5.8,1010.5,59.1,7.79,1,0,1,1.5,2,4,0
Groundnut,19.7,46.6,0.63,10.1,1015.0,85.9,6.03,0,0,1,0.52,0,9,1
Rice,34.8,70.3,13.82,7.7,1007.5,77.8,6.49,1,1,2,0.72,0,6,1
Groundnut,27.5,54.9,0.0,2.8,1016.5,90.9,6.05,1,0,0,1.49,1,8,1
Sugarcane,24.0,68.8,5.45,5.8,1013.5,5.2,7.53,0,2,0,0.93,2,7,0
Wheat,24.0,48.4,3.33,13.1,1011.9,84.8,6.54,0,1,2,0.56,2,3,0
Rice,27.6,89.6,9.39,6.6,1020.4,85.1,6.06,2,0,0,1.73,1,3,1
Cotton,27.6,71.1,1.28,14.0,1010.6,75.3,7.11,1,2,0,2.13,2,8,1
Bajra,33.4,40.1,1.41,2.5,1018.9,12.4,6.77,2,0,0,2.23,2,1,1
Jowar,16.2,58.9,1.97,11.6,1015.3,17.9,6.27,2,1,1,2.59,0,8,1
Groundnut,21.2,63.4,0.17,10.7,1011.4,66.4,6.28,2,1,1,0.93,1,2,1
Sugarcane,18.3,53.1,0.06,2.9,1016.9,87.4,6.78,0,1,0,2.56,1,10,1
Pulses,16.0,77.5,4.08,12.6,1013.4,62.4,8.65,1,0,0,1.9,1,9,0
Maize,22.6,65.6,8.94,10.1,1007.2,15.0,5.59,1,0,0,2.84,1,9,0
Sugarcane,25.3,46.1,1.6,8.6,1008.7,45.1,6.06,1,2,2,1.36,1,8,0
Rice,30.3,76.1,9.66,8.0,1005.0,25.1,6.05,2,2,2,0.91,2,3,1
Cotton,27.6,63.9,2.11,3.0,1007.9,15.6,7.24,2,0,0,1.87,0,9,1
Rice,26.3,72.1,9.09,9.3,1010.9,85.5,5.68,2,1,2,2.36,2,12,1
Soybean,23.7,65.8,0.0,4.2,1010.0,59.6,7.18,2,1,0,2.59,1,5,1
Pulses,30.7,56.5,0.0,10.7,1012.8,33.4,5.48,1,2,0,2.13,1,1,1
Soybean,23.9,71.7,0.24,8.0,1015.4,12.7,5.93,1,2,2,1.74,1,9,1
Rice,30.3,78.3,5.81,7.9,1013.6,64.4,6.29,0,1,2,1.61,1,9,1
Rice,29.2,54.0,5.36,11.2,1017.7,47.4,7.3,0,2,2,1.57,0,6,0
Soybean,21.9,63.7,6.74,8.5,1018.0,37.9,7.14,0,1,0,1.52,2,7,0
Sugarcane,16.9,68.5,0.95,4.5,1013.6,12.1,7.45,0,0,1,0.91,1,10,1
Pulses,25.1,96.6,4.21,13.6,1012.5,28.3,7.47,1,0,1,2.23,1,12,1
Rice,30.3,48.4,6.62,6.3,1009.6,40.8,6.49,1,2,0,1.05,0,5,0
Pulses,27.5,81.7,3.06,5.9,1009.2,6.2,6.49,1,1,1,2.33,2,1,0
Soybean,19.7,58.9,3.52,2.3,1018.2,7.4,5.77,2,1,0,2.25,1,7,1
Soybean,27.3,86.1,0.0,14.1,1004.9,27.9,6.98,2,0,1,2.04,2,6,1
Soybean,21.8,62.9,3.23,2.1,1009.4,96.5,6.45,2,0,2,1.42,1,10,1
Wheat,20.0,52.0,2.27,7.4,1014.3,99.2,6.69,1,1,0,2.4,1,7,1
Rice,28.8,62.9,7.43,4.4,1018.8,25.6,6.22,0,2,0,2.67,2,8,0
Sugarcane,23.4,76.8,0.0,4.8,1003.8,60.1,8.06,2,0,2,1.13,2,8,1
Maize,26.1,72.0,2.58,4.2,1012.9,89.3,6.11,0,2,1,1.61,1,7,1
Sugarcane,29.9,53.2,0.89,8.3,1007.2,93.9,8.05,1,1,0,1.14,2,9,1
Sugarcane,21.2,59.4,0.5,3.4,1014.1,54.3,6.39,1,0,1,1.68,1,9,1
Jowar,14.5,76.4,5.04,6.7,1016.8,60.3,5.52,0,2,0,0.79,0,7,1
Rice,29.9,83.5,11.21,12.8,1012.4,66.4,6.91,0,2,1,0.94,1,5,1
Sugarcane,26.9,79.1,4.11,14.8,1010.0,82.1,7.41,1,2,0,0.78,1,5,1
Bajra,33.3,52.0,0.0,12.0,1007.8,18.7,8.37,0,2,0,1.34,1,8,1
Sugarcane,27.7,77.1,0.0,10.9,1003.3,68.8,8.09,1,0,1,0.96,1,7,1
Maize,24.8,65.0,6.35,4.6,1009.4,56.2,6.84,2,0,2,2.29,2,9,1
Rice,29.2,74.3,6.92,10.3,1008.7,25.3,5.88,2,0,0,0.98,2,2,1
Soybean,14.5,51.9,3.03,3.2,1010.7,38.6,7.13,1,2,2,1.91,2,11,1
Jowar,27.1,46.8,6.32,7.8,1012.3,90.0,7.49,0,1,0,2.85,0,8,1
Soybean,15.0,55.2,2.78,5.6,1007.4,23.0,6.73,0,2,2,2.27,1,7,1
Cotton,29.4,51.0,2.34,14.1,1010.2,95.5,6.95,1,1,0,2.26,0,5,1
Cotton,31.3,54.6,7.11,10.7,1007.5,85.6,7.66,2,2,0,1.84,2,10,0
Jowar,23.9,59.3,2.82,6.3,1012.6,7.3,6.82,2,0,0,2.67,2,1,1
Soybean,27.1,51.9,1.77,6.2,1009.2,56.0,6.39,2,1,2,0.92,1,10,1
Bajra,28.5,42.6,2.26,8.7,1016.9,13.1,6.69,0,1,1,0.99,1,6,0
Bajra,27.0,41.7,1.32,14.9,1016.5,96.4,5.93,2,2,1,0.51,1,7,1
Rice,24.0,65.8,6.72,12.6,1019.5,53.4,6.94,0,0,2,0.96,2,5,1
Sugarcane,21.3,51.6,5.34,2.1,1021.9,15.4,6.42,1,0,1,1.77,0,8,0
Rice,28.8,67.8,11.21,8.9,1009.9,78.2,6.5,2,1,0,2.29,0,5,1
Sugarcane,11.6,60.0,6.28,9.8,1005.8,63.0,7.6,0,1,1,2.99,0,7,1
Bajra,25.1,47.8,1.39,3.7,1008.6,91.0,6.71,1,0,2,1.54,1,12,1
Wheat,24.8,56.0,0.27,12.3,1004.5,1.9,6.91,2,0,0,1.3,1,6,1
Groundnut,32.5,57.4,5.23,10.1,1014.3,52.7,7.64,0,2,2,2.68,0,3,0
Pulses,24.5,64.8,2.5,2.3,1008.2,44.5,6.74,0,0,0,2.53,0,2,1
Sugarcane,27.4,53.1,4.49,13.2,1016.2,69.4,8.14,2,0,1,2.38,0,5,1
Wheat,22.3,56.3,4.26,4.6,1014.3,61.8,6.85,0,1,1,2.47,2,7,0
Soybean,26.5,86.5,0.0,14.6,1002.7,51.1,6.5,0,0,0,2.56,0,8,1
Pulses,24.9,65.5,5.56,13.4,1010.2,40.8,7.3,2,2,2,1.38,2,10,1
Bajra,36.0,44.0,2.04,8.4,1023.9,19.9,7.29,0,0,2,2.64,1,8,0
Soybean,25.2,76.0,3.0,2.3,1017.4,52.8,6.66,0,2,0,1.75,1,4,1
Cotton,24.7,63.4,2.55,4.8,1018.9,6.1,7.1,1,0,1,2.03,0,3,0
Bajra,26.6,51.1,0.39,14.9,1015.1,23.8,7.82,0,0,0,1.89,1,3,1
Jowar,23.3,52.7,2.0,13.8,1013.7,77.4,7.49,1,0,1,0.91,1,8,0
Cotton,33.4,65.0,4.85,3.9,1006.7,90.4,6.42,2,2,0,1.09,2,2,1
Jowar,19.3,63.7,2.6,13.8,1005.5,67.5,6.6,1,0,1,1.57,2,12,1
Maize,20.1,80.1,3.63,5.6,1016.4,32.8,7.48,1,2,2,2.61,1,8,0
Jowar,17.9,86.5,8.6,8.8,1016.6,98.9,5.72,2,0,2,0.63,1,8,1
Jowar,30.7,48.8,5.22,13.2,1018.4,87.3,6.58,1,1,0,0.97,2,10,1
Groundnut,30.1,59.9,1.97,12.5,1012.0,1.9,6.22,2,0,2,1.75,0,11,1
Bajra,34.5,38.0,0.17,9.2,1016.5,2.1,7.74,2,0,1,2.81,2,3,1
Maize,18.9,71.3,7.11,5.6,1011.3,79.3,6.63,1,1,2,0.56,2,8,0
Maize,23.1,49.6,5.2,8.6,1018.8,34.1,5.94,2,1,2,2.33,2,6,1
Rice,29.3,61.2,9.33,7.3,1008.5,90.3,6.27,2,0,1,2.13,2,1,0
Sugarcane,37.1,65.0,7.02,2.8,1019.9,88.1,7.55,0,2,2,1.47,0,6,1
Cotton,28.7,73.1,5.11,13.4,1017.0,97.7,6.13,1,0,1,2.76,0,2,0
Wheat,26.3,48.2,0.0,6.1,1012.6,27.7,6.29,1,1,1,1.57,0,2,0
Soybean,25.8,50.7,2.54,14.7,1013.8,36.2,5.76,0,0,2,1.6,1,9,1
Cotton,30.9,55.0,2.26,2.8,1017.4,96.1,7.36,1,0,1,1.87,1,6,1
Maize,29.1,63.0,5.82,6.1,1006.6,22.3,5.26,2,0,1,1.26,0,3,1
Pulses,31.6,60.6,0.19,14.7,1012.4,73.4,7.16,0,0,0,2.81,0,9,1
Sugarcane,28.9,58.2,4.22,7.2,1020.0,20.2,6.05,1,0,2,1.3,2,5,1
Jowar,28.2,62.6,3.35,11.7,1013.1,94.2,6.95,1,0,1,2.03,1,12,1
Sugarcane,21.9,67.3,3.62,8.2,1005.4,20.0,5.42,1,2,2,1.54,1,12,0
Jowar,24.4,70.2,5.45,13.7,1011.9,17.8,6.12,2,0,2,0.78,0,1,1
Rice,28.2,73.3,7.2,4.5,1006.1,47.6,6.61,1,0,1,2.41,2,1,1
Wheat,26.3,75.9,1.46,2.2,1005.3,24.4,7.32,1,2,1,0.71,2,2,0
Sugarcane,23.3,69.5,3.49,8.7,1012.9,15.0,6.38,2,0,2,2.58,0,12,1
Rice,25.0,76.6,6.53,7.7,1020.1,91.3,5.61,2,1,0,2.42,0,11,1
Soybean,24.2,66.6,2.37,4.2,1009.2,49.9,7.59,1,2,0,0.81,1,7,0
Wheat,24.3,51.1,2.39,2.7,1009.5,66.0,7.15,0,1,1,1.87,0,8,1
Sugarcane,20.9,56.8,2.54,4.3,1013.6,83.9,7.1,1,1,2,1.24,2,10,0
Wheat,24.5,55.4,4.83,2.7,1014.4,73.1,6.72,0,0,2,1.76,0,1,0
Sugarcane,40.1,66.7,2.84,8.1,1014.7,76.6,6.73,0,2,0,1.98,0,5,1
Soybean,30.4,45.3,2.87,4.3,1010.9,28.6,7.33,1,2,1,1.72,1,2,1
Jowar,29.0,58.1,7.6,8.7,1009.7,37.6,5.73,2,1,0,2.72,1,8,1
Bajra,24.4,50.9,0.33,9.3,1009.5,41.3,7.25,0,1,1,2.71,1,2,0
Groundnut,33.9,61.7,6.49,13.0,1011.9,50.3,7.66,1,2,0,0.61,0,4,1
Rice,25.8,76.7,8.32,3.6,1019.5,92.9,5.99,0,2,0,0.77,1,9,1
Wheat,20.5,65.8,1.77,8.1,1014.3,89.9,6.84,1,0,1,1.7,2,7,1
Soybean,15.1,59.2,0.0,11.2,1018.8,42.1,5.89,1,0,1,1.42,0,3,1
Cotton,29.9,50.5,1.21,5.2,1012.6,37.7,7.17,1,1,1,1.93,1,6,1
Maize,32.8,66.2,6.18,14.0,1007.0,53.2,6.43,1,0,2,2.06,1,9,1
Jowar,30.1,57.4,2.29,14.1,1016.5,69.3,6.76,0,0,2,1.93,0,5,1
Rice,27.5,68.0,10.65,9.8,1017.6,3.9,6.84,2,2,0,2.9,1,10,1
Cotton,26.9,70.2,3.77,9.3,1019.0,6.2,6.82,1,0,0,2.04,0,12,1
Bajra,25.5,46.5,1.41,10.5,1013.3,22.8,8.31,0,1,0,2.65,2,9,1
Bajra,30.8,51.2,1.73,6.9,1018.3,81.0,8.19,2,1,0,2.74,2,11,1
Maize,27.2,47.4,3.69,6.3,1014.5,92.3,6.44,0,0,0,1.85,0,4,1
Maize,24.9,62.0,9.65,6.0,1009.0,2.7,6.33,1,2,1,1.57,2,5,1
Wheat,27.0,46.1,4.4,11.8,1011.2,60.0,6.37,2,0,0,1.58,1,8,0
Soybean,27.7,62.6,2.28,11.2,1014.5,82.5,6.94,2,2,1,0.51,0,12,1
Soybean,20.6,54.3,1.15,2.6,1010.5,63.6,7.98,0,1,1,0.71,2,6,1
Pulses,20.9,62.2,4.59,7.2,1011.3,6.3,5.03,0,0,2,2.86,1,1,1
Cotton,33.0,59.5,3.31,14.4,1020.9,74.5,7.45,0,0,1,2.78,1,6,1
Soybean,14.9,58.8,5.71,5.6,1015.2,99.2,8.15,2,1,0,1.87,0,7,1
Maize,24.4,85.2,4.58,7.5,1007.4,74.5,5.89,1,0,0,1.79,1,6,1
Cotton,26.6,75.9,1.35,8.4,1028.1,68.2,7.08,1,2,1,0.99,2,4,1
Maize,26.7,74.6,3.2,12.2,1011.7,74.7,6.05,0,1,1,1.52,1,12,1
Wheat,26.3,48.5,2.78,6.3,1014.6,0.9,6.75,0,0,1,1.66,2,2,0
Cotton,29.1,54.2,0.0,4.0,1003.9,67.1,7.24,1,0,0,0.76,0,12,1
Groundnut,25.0,67.9,4.17,14.2,1008.3,16.7,7.23,1,1,0,1.01,1,3,0
Jowar,27.4,85.5,4.19,13.9,1017.5,29.5,7.16,1,1,0,1.62,1,6,1
Soybean,27.7,47.4,4.92,7.8,1006.2,31.1,6.62,2,1,1,1.98,0,9,1
Groundnut,13.7,66.0,2.1,3.0,1015.3,92.2,4.92,0,1,0,1.89,1,2,1
Bajra,26.0,45.8,0.57,10.0,1009.2,28.9,7.19,2,1,0,1.21,2,4,1
Maize,25.4,47.6,4.7,2.3,1018.9,63.9,6.13,2,0,1,0.77,1,11,1
Pulses,24.1,63.2,3.95,4.6,1022.2,79.6,6.37,0,0,0,1.86,2,1,1
Rice,24.2,90.4,7.64,4.8,1006.5,28.8,5.83,1,1,2,0.98,0,3,1
Jowar,23.4,71.5,0.0,12.3,1005.3,99.9,6.93,2,1,2,1.11,1,7,1
Sugarcane,38.1,61.1,4.24,6.5,1022.7,73.8,6.51,1,2,0,2.28,0,2,1
Rice,32.2,83.1,6.61,3.4,1005.7,89.2,7.04,0,2,2,0.77,2,6,1
Jowar,24.5,65.9,0.0,5.5,1009.7,80.3,6.55,1,0,1,1.28,1,8,1
Rice,26.9,74.8,8.7,7.4,1017.5,34.0,6.29,1,1,2,2.07,0,9,1
Rice,26.3,66.0,5.05,8.3,1008.6,60.0,6.33,1,0,2,0.55,2,6,1
Maize,28.5,59.1,5.95,4.1,1008.6,21.6,6.67,2,1,2,1.89,2,2,1
Maize,25.2,56.7,5.49,3.6,1019.1,7.1,6.72,1,2,1,2.11,0,1,1
Groundnut,31.8,53.8,0.15,9.3,1004.5,66.9,6.91,1,0,2,1.4,0,10,0
Maize,22.3,67.5,1.07,9.6,1018.7,49.5,7.55,1,1,1,1.17,1,6,0
Jowar,27.5,36.5,3.34,12.0,1012.6,25.8,6.2,0,0,0,1.31,2,7,0
Maize,26.6,52.1,2.74,6.6,1018.0,59.8,5.71,1,2,1,0.97,1,6,1
Groundnut,23.9,24.3,4.74,7.6,1011.2,47.7,6.49,0,2,2,1.28,0,1,1
Groundnut,24.1,63.6,1.81,9.3,1012.9,14.3,7.48,0,1,2,1.63,0,11,1
Soybean,24.4,63.4,2.45,10.3,1005.0,89.6,6.29,1,1,0,1.52,0,5,1
Soybean,37.0,41.5,4.46,14.2,1008.4,41.4,6.02,1,1,2,1.5,0,8,1
Maize,24.0,55.4,1.53,11.8,1009.6,50.2,6.83,0,1,1,1.58,0,10,0
Bajra,31.7,33.5,1.02,11.7,1009.2,70.0,6.62,0,2,1,2.36,0,1,1
Groundnut,24.8,85.9,0.0,13.6,1023.7,37.4,7.18,0,0,2,2.81,0,11,1
Jowar,32.6,34.3,1.85,4.3,1016.9,4.4,5.86,1,2,2,1.6,2,5,1
Jowar,26.0,53.1,2.09,5.3,1014.9,34.7,7.35,2,1,1,2.88,2,4,1
Jowar,23.4,71.5,0.0,5.2,1010.4,90.0,7.6,2,2,1,0.66,1,8,1
Jowar,23.5,40.6,0.0,9.9,1003.6,55.2,8.11,1,2,2,1.48,1,3,1
Groundnut,29.2,36.3,1.17,7.9,1008.0,72.5,6.83,2,0,1,2.14,2,6,0
Bajra,34.6,39.4,0.0,9.1,1014.5,4.3,7.38,0,2,1,1.81,1,3,1
Jowar,26.2,75.4,6.2,9.2,1018.3,27.3,5.19,2,2,0,1.37,1,8,1
Jowar,25.8,52.7,4.21,8.7,1015.7,92.1,7.93,1,2,0,1.52,2,2,1
Wheat,18.2,49.4,0.01,2.3,1015.0,8.5,6.21,1,1,1,1.87,1,2,1
Sugarcane,29.4,59.3,0.0,7.9,1011.2,21.6,6.76,1,2,1,2.43,0,10,1
Sugarcane,31.6,52.0,0.62,10.8,1023.9,38.1,6.48,0,1,1,1.05,1,1,1
Rice,30.2,67.3,4.87,2.2,1021.8,49.5,6.38,1,1,2,1.45,2,3,0
Bajra,25.8,46.0,2.45,2.8,1014.3,9.9,7.94,0,1,1,0.51,0,11,0
Wheat,22.0,54.6,3.41,10.5,1012.2,81.7,6.74,1,1,2,1.01,1,4,0
Bajra,20.9,49.4,0.0,12.8,1017.4,11.1,8.27,2,2,2,2.28,1,2,0
Groundnut,27.8,74.8,6.82,7.4,1010.9,51.2,8.41,1,2,2,0.58,0,5,1
Bajra,26.4,63.6,1.13,5.8,1022.6,83.9,8.11,1,2,2,2.14,1,3,1
